cart_id,session_id,user_id,restaurant_id,items_count,cart_value,coupon_applied,discount,delivery_fee,timestamp,abandoned,abandonment_reason
8461,21478,9748,352,2,712.0,True,123.0,59,2026-03-03 20:24:58,False,
8462,21480,4578,500,1,448.0,False,0.0,35,2026-05-30 13:58:04,False,
8463,21482,6212,118,2,610.0,False,0.0,15,2026-07-30 20:22:36,False,
8464,21483,979,192,5,3425.0,False,0.0,0,2026-03-28 12:15:06,False,
8465,21484,7677,388,3,678.0,True,182.0,25,2026-08-05 10:45:24,True,Changed Mind
8466,21487,2905,353,3,699.0,False,0.0,0,2026-06-09 23:36:22,False,
8467,21490,9515,100,4,1447.0,False,0.0,0,2026-06-28 22:57:55,False,
8468,21491,1484,220,5,1407.0,False,0.0,0,2026-05-22 20:51:34,False,
8469,21495,1692,366,1,146.0,False,0.0,15,2026-03-30 16:39:43,True,Low Cart Value
8470,21497,1845,285,3,213.0,False,0.0,0,2026-04-22 09:08:09,False,
8471,21498,6041,87,3,1054.0,False,0.0,49,2026-03-02 20:34:54,True,High Delivery Fee
8472,21499,3969,262,3,202.0,False,0.0,49,2026-05-20 13:28:07,False,
8473,21501,1199,392,1,354.0,True,44.0,0,2026-07-14 22:01:45,False,
8474,21503,7727,37,2,439.0,True,48.0,0,2026-06-13 14:41:28,False,
8475,21508,8164,317,3,584.0,True,82.0,15,2026-05-01 20:17:43,False,
8476,21510,5281,268,1,191.0,True,47.0,0,2026-04-22 15:15:51,False,
8477,21512,8949,56,1,231.0,False,0.0,0,2026-04-13 14:25:24,False,
8478,21514,957,203,2,347.0,False,0.0,0,2026-06-19 09:23:03,False,
8479,21515,4731,217,5,3609.0,False,0.0,25,2026-05-20 09:28:26,False,
8480,21516,9759,401,3,516.0,True,68.0,15,2026-04-06 08:04:55,False,
8481,21522,7946,470,2,377.0,True,98.0,0,2026-06-26 11:36:04,False,
8482,21523,8116,124,1,144.0,False,0.0,59,2026-05-23 18:25:04,False,
8483,21524,2485,495,2,385.0,True,84.0,0,2026-06-14 13:16:19,False,
8484,21525,7667,463,4,1123.0,True,170.0,0,2026-03-11 08:11:41,False,
8485,21526,9620,200,2,160.0,False,0.0,35,2026-05-07 16:36:07,False,
8486,21529,2438,118,4,705.0,False,0.0,0,2026-08-02 13:58:46,False,
8487,21531,7706,374,2,638.0,False,0.0,0,2026-03-13 05:43:29,False,
8488,21533,4968,302,2,433.0,False,0.0,0,2026-03-16 22:43:46,True,Found Better Option
8489,21539,2388,265,2,718.0,True,107.0,59,2026-07-31 10:31:02,False,
8490,21540,3921,33,1,225.0,False,0.0,25,2026-08-08 21:16:39,False,
8491,21546,8819,490,1,667.0,True,168.0,0,2026-04-26 17:08:24,False,
8492,21554,6259,311,1,82.0,True,21.0,59,2026-03-10 13:22:19,False,
8493,21557,7119,482,1,183.0,False,0.0,59,2026-03-08 12:12:20,False,
8494,21558,6179,42,4,1304.0,True,336.0,25,2026-08-11 19:43:06,False,
8495,21559,564,323,2,720.0,True,181.0,0,2026-04-03 11:01:04,False,
8496,21560,8462,178,2,591.0,True,164.0,35,2026-06-26 20:54:05,False,
8497,21565,3155,158,1,133.0,False,0.0,25,2026-03-13 20:51:39,True,Low Cart Value
8498,21567,1501,463,2,421.0,True,46.0,15,2026-03-07 15:30:40,False,
8499,21569,5465,25,1,102.0,False,0.0,35,2026-08-09 11:21:58,True,High Delivery Fee
8500,21572,1744,255,3,797.0,False,0.0,35,2026-06-12 22:47:52,False,
8501,21573,6683,130,2,343.0,False,0.0,25,2026-04-01 11:05:06,True,Long Delivery Time
8502,21575,8079,11,4,1039.0,False,0.0,35,2026-07-17 15:57:39,False,
8503,21579,6054,215,5,578.0,True,82.0,0,2026-06-07 20:52:21,False,
8504,21580,2567,18,1,220.0,False,0.0,35,2026-07-22 09:50:12,False,
8505,21585,5541,421,3,528.0,False,0.0,0,2026-07-21 13:40:06,False,
8506,21588,9555,92,2,300.0,False,0.0,35,2026-07-10 23:21:01,False,
8507,21591,19,402,3,309.0,True,55.0,0,2026-03-07 14:43:43,False,
8508,21596,2545,119,2,392.0,False,0.0,25,2026-06-15 11:57:26,False,
8509,21598,1845,29,2,313.0,False,0.0,49,2026-07-14 13:12:35,True,High Delivery Fee
8510,21599,3156,446,1,167.0,False,0.0,15,2026-07-04 07:30:47,True,Long Delivery Time
8511,21609,6774,429,2,1030.0,False,0.0,35,2026-06-29 11:07:53,False,
8512,21611,7793,396,2,691.0,False,0.0,0,2026-06-07 14:49:44,False,
8513,21612,3567,475,2,514.0,False,0.0,0,2026-05-21 11:24:21,False,
8514,21621,8131,5,3,380.0,False,0.0,0,2026-08-27 12:12:00,False,
8515,21622,2137,299,2,468.0,False,0.0,25,2026-05-14 16:10:47,False,
8516,21623,6784,264,5,968.0,False,0.0,0,2026-08-19 17:04:57,False,
8517,21629,8758,107,4,1517.0,True,267.0,49,2026-08-22 20:19:04,False,
8518,21630,5872,239,1,114.0,True,28.0,49,2026-05-21 10:27:53,False,
8519,21631,2935,317,3,485.0,False,0.0,15,2026-04-04 12:08:43,False,
8520,21637,3029,378,3,911.0,False,0.0,15,2026-06-10 16:51:24,False,
8521,21640,4347,402,3,405.0,False,0.0,0,2026-08-08 23:49:03,False,
8522,21646,3427,40,4,1201.0,False,0.0,15,2026-06-19 09:08:32,False,
8523,21647,271,152,2,639.0,False,0.0,0,2026-05-10 10:00:46,False,
8524,21648,440,399,2,416.0,False,0.0,0,2026-07-12 20:04:12,True,Changed Mind
8525,21649,6657,340,1,65.0,True,7.0,25,2026-08-22 14:29:58,False,
8526,21650,2748,463,1,196.0,True,35.0,15,2026-03-09 15:39:57,False,
8527,21655,2608,386,2,254.0,False,0.0,25,2026-05-08 14:46:51,False,
8528,21665,1459,228,2,417.0,True,67.0,0,2026-07-19 12:34:30,False,
8529,21666,5776,293,3,592.0,False,0.0,0,2026-03-02 20:01:49,False,
8530,21668,8067,53,2,1403.0,False,0.0,0,2026-08-28 10:47:38,False,
8531,21669,6789,212,3,720.0,False,0.0,0,2026-08-20 11:36:20,False,
8532,21672,4259,425,5,1064.0,False,0.0,15,2026-08-23 20:57:32,False,
8533,21673,601,51,3,435.0,False,0.0,15,2026-03-26 22:12:36,False,
8534,21674,9794,379,2,278.0,False,0.0,0,2026-08-17 19:00:09,False,
8535,21676,9764,326,2,213.0,False,0.0,35,2026-03-14 19:47:03,True,High Delivery Fee
8536,21677,7548,102,3,918.0,False,0.0,15,2026-06-12 17:33:29,False,
8537,21683,8483,181,1,279.0,False,0.0,0,2026-03-02 12:02:41,True,Changed Mind
8538,21685,6540,312,1,231.0,False,0.0,0,2026-07-04 20:08:05,True,Price Too High
8539,21686,2029,482,3,550.0,False,0.0,59,2026-03-06 21:54:30,True,High Delivery Fee
8540,21687,9323,272,4,400.0,False,0.0,0,2026-05-07 22:15:05,False,
8541,21689,2258,350,1,243.0,False,0.0,49,2026-06-20 16:08:58,True,High Delivery Fee
8542,21690,4693,483,2,424.0,False,0.0,0,2026-06-19 16:18:08,False,
8543,21695,2662,33,3,776.0,True,88.0,0,2026-07-30 11:21:11,False,
8544,21698,9233,12,4,736.0,True,181.0,15,2026-04-01 21:32:29,False,
8545,21699,2370,402,1,111.0,False,0.0,0,2026-07-04 07:15:55,False,
8546,21704,1868,152,1,300.0,True,49.0,25,2026-04-27 16:14:19,False,
8547,21705,7145,25,3,454.0,False,0.0,0,2026-05-04 10:53:19,False,
8548,21708,5198,342,3,555.0,False,0.0,0,2026-04-13 08:32:58,True,Price Too High
8549,21709,9914,372,2,205.0,True,35.0,25,2026-07-10 13:11:59,False,
8550,21711,1026,343,2,489.0,False,0.0,0,2026-06-30 23:48:46,False,
8551,21712,1648,22,1,213.0,True,39.0,35,2026-08-25 13:23:46,False,
8552,21715,3224,467,4,1662.0,True,450.0,15,2026-07-07 16:20:16,False,
8553,21716,2325,309,3,511.0,True,115.0,25,2026-08-22 20:08:11,False,
8554,21717,4280,422,3,760.0,False,0.0,0,2026-06-28 20:21:59,False,
8555,21718,5961,80,2,939.0,True,215.0,0,2026-06-12 19:44:23,False,
8556,21719,1884,378,3,727.0,False,0.0,0,2026-06-02 12:20:38,False,
8557,21723,5775,128,1,132.0,True,36.0,25,2026-05-22 21:17:00,False,
8558,21725,2185,179,2,942.0,True,219.0,49,2026-04-01 06:30:03,True,High Delivery Fee
8559,21726,2513,397,1,490.0,False,0.0,49,2026-07-23 12:27:01,False,
8560,21727,1978,212,5,1024.0,False,0.0,0,2026-05-27 22:12:30,True,Long Delivery Time
8561,21728,9161,312,1,238.0,False,0.0,0,2026-07-15 03:01:36,False,
8562,21729,3140,26,2,390.0,False,0.0,25,2026-05-27 19:19:56,False,
8563,21731,4208,497,2,187.0,True,23.0,25,2026-06-24 08:23:54,False,
8564,21733,8029,123,3,903.0,True,186.0,35,2026-06-11 12:43:53,False,
8565,21734,1957,99,2,118.0,False,0.0,35,2026-06-28 12:49:47,False,
8566,21744,3039,178,3,550.0,False,0.0,35,2026-03-05 16:08:00,False,
8567,21747,2366,490,5,2964.0,True,445.0,25,2026-05-16 19:24:51,False,
8568,21749,3444,108,3,451.0,True,127.0,0,2026-03-13 12:28:18,False,
8569,21750,9731,157,1,100.0,False,0.0,15,2026-05-05 13:04:35,False,
8570,21758,4748,385,2,396.0,False,0.0,0,2026-06-11 22:57:11,False,
8571,21761,1138,140,1,84.0,False,0.0,35,2026-06-18 12:08:34,False,
8572,21765,1247,321,3,747.0,False,0.0,0,2026-05-16 21:38:04,False,
8573,21770,8529,295,3,741.0,False,0.0,0,2026-06-05 22:20:14,False,
8574,21772,2456,416,5,1166.0,False,0.0,15,2026-05-27 22:46:03,False,
8575,21773,1084,265,4,1122.0,False,0.0,0,2026-08-02 05:13:30,False,
8576,21776,4166,161,2,810.0,True,125.0,59,2026-07-23 11:24:15,False,
8577,21778,1108,110,1,471.0,False,0.0,35,2026-05-07 12:40:54,True,High Delivery Fee
8578,21781,5427,440,2,275.0,False,0.0,0,2026-06-09 12:02:55,False,
8579,21782,2761,152,2,795.0,False,0.0,0,2026-07-31 08:36:38,True,Long Delivery Time
8580,21784,3106,275,3,636.0,True,188.0,15,2026-07-06 14:36:50,False,
8581,21786,841,158,3,410.0,False,0.0,25,2026-06-11 20:51:57,False,
8582,21790,3936,292,2,299.0,False,0.0,35,2026-03-16 10:02:25,True,High Delivery Fee
8583,21793,1805,293,2,390.0,True,106.0,0,2026-07-12 15:25:28,False,
8584,21794,9318,171,2,313.0,False,0.0,35,2026-07-21 11:56:08,True,High Delivery Fee
8585,21795,7247,50,2,489.0,False,0.0,0,2026-06-18 17:23:05,False,
8586,21796,1652,379,2,337.0,False,0.0,0,2026-08-24 20:37:58,False,
8587,21797,8872,403,1,69.0,False,0.0,25,2026-03-28 19:21:06,False,
8588,21800,3802,115,2,310.0,False,0.0,0,2026-05-09 14:27:03,False,
8589,21805,8764,164,2,293.0,True,80.0,49,2026-06-28 17:16:08,False,
8590,21806,8279,126,1,199.0,True,30.0,0,2026-07-06 20:42:22,False,
8591,21807,3346,103,2,502.0,True,80.0,59,2026-04-21 12:40:18,True,High Delivery Fee
8592,21808,9370,405,3,1341.0,True,236.0,0,2026-05-15 17:15:56,True,Changed Mind
8593,21809,448,12,2,510.0,True,102.0,15,2026-05-27 18:36:17,False,
8594,21810,9491,1,5,1034.0,False,0.0,15,2026-05-27 13:52:35,False,
8595,21811,7877,269,5,649.0,False,0.0,49,2026-05-23 17:03:52,False,
8596,21812,2916,17,2,386.0,False,0.0,25,2026-04-13 16:03:11,False,
8597,21815,2235,454,1,255.0,False,0.0,15,2026-03-27 13:54:49,True,Changed Mind
8598,21817,7556,365,1,122.0,True,15.0,25,2026-05-01 13:16:20,False,
8599,21818,4338,395,3,439.0,False,0.0,0,2026-07-15 11:37:19,True,Long Delivery Time
8600,21819,242,379,1,159.0,False,0.0,25,2026-08-22 17:43:05,False,
8601,21822,983,163,3,2001.0,True,495.0,0,2026-08-23 13:17:37,False,
8602,21824,2625,92,2,300.0,False,0.0,0,2026-06-26 05:05:49,False,
8603,21827,363,460,1,230.0,False,0.0,25,2026-07-27 06:00:14,False,
8604,21829,5386,5,5,662.0,False,0.0,25,2026-04-15 20:06:06,False,
8605,21832,6826,421,2,400.0,True,98.0,59,2026-07-14 12:34:36,False,
8606,21834,2958,437,2,520.0,True,139.0,35,2026-05-03 20:06:47,False,
8607,21835,4374,302,3,614.0,False,0.0,49,2026-08-23 19:11:12,True,High Delivery Fee
8608,21838,194,153,1,406.0,False,0.0,35,2026-07-30 19:46:07,True,High Delivery Fee
8609,21840,7731,285,4,295.0,False,0.0,0,2026-04-23 21:09:18,False,
8610,21842,9368,72,2,691.0,True,99.0,0,2026-03-12 23:34:14,False,
8611,21850,1377,280,2,305.0,False,0.0,49,2026-03-29 15:16:20,False,
8612,21851,6333,270,2,884.0,True,109.0,0,2026-05-06 14:21:35,False,
8613,21853,529,282,2,135.0,True,24.0,25,2026-04-30 07:36:24,False,
8614,21859,149,277,2,989.0,True,192.0,0,2026-05-11 16:56:04,False,
8615,21860,9832,460,2,510.0,False,0.0,25,2026-08-24 17:46:45,False,
8616,21861,6045,346,2,378.0,True,97.0,49,2026-05-04 16:45:58,True,High Delivery Fee
8617,21863,7051,230,2,402.0,True,89.0,15,2026-08-23 06:58:44,False,
8618,21865,8947,284,3,348.0,True,93.0,49,2026-08-11 20:04:50,False,
8619,21868,2749,47,2,330.0,False,0.0,0,2026-03-16 14:25:02,False,
8620,21875,7587,261,3,1342.0,False,0.0,25,2026-08-08 19:07:30,False,
8621,21877,3929,354,1,158.0,True,47.0,35,2026-03-12 19:38:23,False,
8622,21889,8061,323,5,1137.0,False,0.0,0,2026-04-26 21:40:09,True,Long Delivery Time
8623,21900,2563,5,2,280.0,False,0.0,25,2026-06-25 12:30:44,False,
8624,21911,1667,230,4,826.0,True,222.0,15,2026-07-11 20:04:11,False,
8625,21913,1474,393,1,135.0,False,0.0,25,2026-04-28 10:21:30,False,
8626,21916,600,173,5,676.0,False,0.0,0,2026-08-16 16:11:03,True,Price Too High
8627,21918,737,460,2,456.0,False,0.0,0,2026-05-21 17:10:23,False,
8628,21919,1050,84,1,760.0,False,0.0,0,2026-08-13 19:15:59,False,
8629,21924,813,78,2,173.0,False,0.0,25,2026-06-08 12:28:29,False,
8630,21926,5824,433,3,656.0,False,0.0,25,2026-07-22 21:36:27,True,Found Better Option
8631,21928,6785,2,1,402.0,True,72.0,0,2026-08-20 14:14:04,False,
8632,21929,7388,236,3,787.0,False,0.0,0,2026-04-03 10:40:29,True,Changed Mind
8633,21931,1013,460,3,726.0,False,0.0,25,2026-03-21 12:25:54,False,
8634,21933,4169,304,1,272.0,True,62.0,25,2026-08-27 08:37:19,False,
8635,21934,6892,404,4,929.0,True,234.0,15,2026-03-30 12:09:08,False,
8636,21935,3785,215,2,323.0,True,41.0,49,2026-03-02 11:29:10,True,High Delivery Fee
8637,21936,4706,313,3,677.0,True,161.0,25,2026-06-07 20:06:47,False,
8638,21938,8775,250,2,388.0,True,89.0,49,2026-03-13 11:09:46,True,High Delivery Fee
8639,21940,649,46,2,112.0,False,0.0,15,2026-04-17 12:36:51,False,
8640,21944,9293,51,1,139.0,False,0.0,15,2026-05-12 20:51:19,False,
8641,21945,6705,100,2,681.0,False,0.0,15,2026-05-29 19:51:50,True,Found Better Option
8642,21953,8747,497,3,208.0,False,0.0,0,2026-06-15 15:47:09,False,
8643,21954,6059,428,1,168.0,False,0.0,15,2026-04-22 20:05:44,True,Price Too High
8644,21955,7883,34,5,1247.0,False,0.0,15,2026-07-19 12:16:08,False,
8645,21956,8488,7,1,144.0,False,0.0,15,2026-06-13 11:39:43,False,
8646,21957,9026,406,3,339.0,True,80.0,15,2026-07-01 19:35:15,False,
8647,21960,3720,209,4,1111.0,False,0.0,0,2026-08-29 19:50:34,False,
8648,21962,1177,427,3,727.0,True,112.0,59,2026-07-30 20:04:22,True,High Delivery Fee
8649,21963,2145,441,2,374.0,False,0.0,0,2026-04-27 10:57:26,False,
8650,21966,6357,274,3,1708.0,True,250.0,0,2026-06-19 20:58:18,False,
8651,21968,428,268,3,923.0,False,0.0,0,2026-05-30 01:07:13,False,
8652,21969,5218,226,2,276.0,True,66.0,0,2026-08-10 19:12:12,False,
8653,21970,4588,158,3,460.0,False,0.0,25,2026-06-22 13:03:25,False,
8654,21971,1389,445,1,222.0,True,39.0,0,2026-05-18 21:58:22,False,
8655,21972,742,479,1,135.0,False,0.0,0,2026-08-11 13:55:43,False,
8656,21974,2740,326,3,428.0,False,0.0,35,2026-08-13 19:00:54,True,High Delivery Fee
8657,21977,5469,206,2,288.0,False,0.0,0,2026-08-06 22:50:13,False,
8658,21978,3331,311,2,133.0,False,0.0,59,2026-04-27 17:00:31,False,
8659,21979,7198,122,1,92.0,False,0.0,49,2026-06-24 09:32:53,True,High Delivery Fee
8660,21984,9625,90,1,183.0,True,52.0,15,2026-04-07 15:46:23,False,
8661,21985,8332,152,3,1161.0,False,0.0,25,2026-07-19 11:39:13,False,
8662,21986,2050,23,1,187.0,False,0.0,35,2026-05-20 07:15:17,True,High Delivery Fee
8663,21988,226,301,2,210.0,False,0.0,0,2026-08-08 12:54:42,False,
8664,21989,3105,86,1,112.0,False,0.0,25,2026-06-10 12:29:17,False,
8665,21994,3523,118,3,854.0,True,190.0,15,2026-04-25 23:30:37,True,Changed Mind
8666,21996,7784,27,2,691.0,True,170.0,0,2026-04-18 22:22:13,False,
8667,22000,2520,48,3,524.0,False,0.0,0,2026-03-11 20:08:13,False,
8668,22002,9321,296,3,1157.0,False,0.0,0,2026-05-05 11:28:25,False,
8669,22003,4490,155,2,304.0,False,0.0,0,2026-04-30 10:54:33,False,
8670,22006,6663,377,3,308.0,False,0.0,0,2026-06-13 13:51:38,True,Price Too High
8671,22008,4645,222,2,250.0,True,66.0,0,2026-06-04 07:43:31,True,Found Better Option
8672,22009,6943,7,1,142.0,False,0.0,15,2026-08-15 10:11:26,True,Low Cart Value
8673,22011,8113,384,3,733.0,False,0.0,59,2026-04-15 22:57:05,False,
8674,22016,2657,103,1,210.0,False,0.0,59,2026-06-26 13:40:53,True,High Delivery Fee
8675,22018,8903,163,1,455.0,False,0.0,0,2026-07-30 09:37:52,False,
8676,22020,405,195,2,120.0,False,0.0,35,2026-08-27 18:57:33,False,
8677,22022,7968,236,3,1228.0,True,166.0,25,2026-08-26 19:24:47,True,Changed Mind
8678,22023,312,352,2,997.0,False,0.0,59,2026-05-18 13:47:04,True,High Delivery Fee
8679,22025,4625,422,4,682.0,False,0.0,0,2026-04-20 19:05:53,False,
8680,22029,8886,215,2,225.0,False,0.0,49,2026-05-07 20:37:14,True,High Delivery Fee
8681,22032,7505,216,2,474.0,False,0.0,0,2026-05-23 19:25:31,False,
8682,22034,2484,274,2,1244.0,False,0.0,0,2026-05-05 12:15:36,False,
8683,22036,7928,295,3,452.0,False,0.0,0,2026-06-13 09:32:11,False,
8684,22037,7441,423,1,137.0,True,28.0,15,2026-06-23 20:24:26,False,
8685,22039,7656,45,2,234.0,False,0.0,0,2026-05-31 14:38:33,False,
8686,22046,1292,33,3,585.0,True,134.0,25,2026-08-20 21:52:42,False,
8687,22047,2512,261,3,1066.0,False,0.0,25,2026-03-18 12:10:33,True,Changed Mind
8688,22053,477,110,3,1517.0,False,0.0,35,2026-04-20 08:34:42,False,
8689,22054,8710,478,3,628.0,False,0.0,0,2026-07-06 22:00:42,False,
8690,22059,9463,254,3,304.0,False,0.0,0,2026-04-22 09:11:53,False,
8691,22060,5473,167,5,1179.0,True,159.0,0,2026-07-04 21:41:11,False,
8692,22061,4713,140,2,176.0,False,0.0,35,2026-05-07 20:02:33,False,
8693,22064,1618,147,2,488.0,False,0.0,0,2026-08-18 13:10:02,False,
8694,22067,6458,384,3,847.0,False,0.0,59,2026-06-15 13:43:07,True,High Delivery Fee
8695,22069,3159,400,2,520.0,False,0.0,0,2026-07-22 17:17:09,False,
8696,22070,806,440,5,557.0,False,0.0,15,2026-07-23 12:36:41,False,
8697,22071,8451,161,5,1808.0,False,0.0,0,2026-04-09 20:12:17,False,
8698,22072,2962,31,3,447.0,False,0.0,35,2026-07-25 11:28:46,False,
8699,22074,8094,324,2,350.0,True,56.0,0,2026-07-15 13:10:10,False,
8700,22076,6161,72,2,1003.0,False,0.0,15,2026-07-17 18:32:30,True,Found Better Option
8701,22078,6957,443,5,714.0,False,0.0,15,2026-04-20 19:21:22,False,
8702,22081,7242,342,2,360.0,True,77.0,15,2026-08-24 12:45:21,False,
8703,22093,9550,498,1,228.0,False,0.0,25,2026-06-14 19:26:21,True,Found Better Option
8704,22094,7206,259,2,388.0,False,0.0,15,2026-04-05 20:43:51,True,Changed Mind
8705,22095,2283,404,1,188.0,True,37.0,15,2026-06-19 05:05:54,True,Long Delivery Time
8706,22098,1719,217,2,1270.0,True,264.0,0,2026-08-26 11:40:26,False,
8707,22102,5431,488,4,485.0,True,72.0,0,2026-03-01 13:15:51,False,
8708,22103,8835,217,2,1316.0,True,304.0,25,2026-04-16 12:55:37,False,
8709,22104,951,57,2,200.0,False,0.0,35,2026-08-30 20:47:45,False,
8710,22105,809,30,1,86.0,True,18.0,35,2026-05-20 09:17:05,True,High Delivery Fee
8711,22107,6340,468,4,654.0,True,112.0,15,2026-07-26 10:56:50,False,
8712,22110,6676,26,4,752.0,False,0.0,0,2026-05-16 13:49:13,False,
8713,22112,9994,464,1,218.0,True,35.0,49,2026-03-24 11:07:38,False,
8714,22113,1526,398,2,777.0,False,0.0,25,2026-05-17 19:36:23,False,
8715,22116,6732,491,3,774.0,True,212.0,35,2026-05-19 08:05:42,False,
8716,22117,6134,239,3,402.0,True,64.0,0,2026-06-08 17:00:57,False,
8717,22120,2601,407,5,565.0,False,0.0,0,2026-07-08 09:40:36,False,
8718,22121,197,446,3,615.0,False,0.0,15,2026-05-05 17:35:31,True,Changed Mind
8719,22130,7693,132,2,206.0,False,0.0,15,2026-06-28 14:30:38,False,
8720,22136,8476,357,3,486.0,False,0.0,0,2026-03-27 20:45:26,False,
8721,22138,4789,210,3,1099.0,True,203.0,25,2026-06-19 20:33:33,False,
8722,22140,5873,61,1,189.0,True,19.0,25,2026-03-08 13:26:01,False,
8723,22144,8028,473,1,174.0,False,0.0,0,2026-04-05 16:52:20,False,
8724,22145,7641,46,2,165.0,True,42.0,15,2026-04-27 12:47:35,False,
8725,22151,1598,443,5,890.0,False,0.0,0,2026-04-04 11:06:45,False,
8726,22157,5721,184,4,2261.0,True,264.0,0,2026-04-25 12:37:41,False,
8727,22159,4412,448,5,597.0,False,0.0,35,2026-03-20 09:23:52,True,High Delivery Fee
8728,22160,6430,234,1,426.0,True,54.0,0,2026-05-29 20:28:15,False,
8729,22164,5173,260,3,306.0,True,33.0,25,2026-06-10 10:49:01,False,
8730,22167,606,173,2,269.0,False,0.0,49,2026-03-17 22:01:57,True,High Delivery Fee
8731,22169,3667,5,3,286.0,False,0.0,25,2026-03-19 16:02:21,True,Changed Mind
8732,22171,8662,312,3,1176.0,False,0.0,0,2026-05-13 07:24:26,True,Changed Mind
8733,22172,4651,456,1,86.0,False,0.0,35,2026-05-16 19:33:29,False,
8734,22176,2400,124,1,189.0,False,0.0,59,2026-08-30 11:06:57,False,
8735,22180,7816,278,2,548.0,False,0.0,0,2026-08-01 03:45:50,False,
8736,22181,8868,157,3,247.0,False,0.0,15,2026-07-22 21:48:22,True,Price Too High
8737,22182,349,57,2,208.0,False,0.0,35,2026-04-16 10:53:01,True,High Delivery Fee
8738,22185,7962,56,3,741.0,True,169.0,0,2026-04-29 23:50:12,False,
8739,22189,7011,206,3,322.0,True,60.0,49,2026-07-29 19:18:43,False,
8740,22192,8940,485,2,324.0,True,57.0,0,2026-08-09 14:06:36,False,
8741,22193,2601,164,2,230.0,False,0.0,49,2026-04-16 10:40:20,False,
8742,22196,336,10,4,419.0,False,0.0,25,2026-04-18 21:04:23,False,
8743,22205,3622,321,2,471.0,True,99.0,0,2026-07-08 12:03:08,False,
8744,22206,773,487,5,1109.0,False,0.0,0,2026-04-26 22:09:14,False,
8745,22214,6711,464,2,412.0,True,71.0,0,2026-04-08 07:29:26,False,
8746,22215,4858,231,3,648.0,False,0.0,0,2026-04-29 14:38:28,False,
8747,22216,3220,304,2,632.0,False,0.0,0,2026-05-08 11:33:38,True,Price Too High
8748,22222,5440,497,3,224.0,False,0.0,25,2026-08-23 16:24:58,False,
8749,22226,2844,157,3,279.0,False,0.0,15,2026-08-08 20:26:47,False,
8750,22229,4441,294,2,728.0,False,0.0,35,2026-05-18 09:53:23,False,
8751,22232,4677,397,2,978.0,False,0.0,0,2026-05-20 22:26:43,False,
8752,22234,809,97,2,382.0,False,0.0,0,2026-03-26 16:01:47,False,
8753,22236,9257,357,3,460.0,False,0.0,25,2026-08-24 18:21:41,True,Price Too High
8754,22238,5608,226,2,293.0,True,69.0,49,2026-05-02 18:51:14,True,High Delivery Fee
8755,22241,3284,192,2,926.0,True,251.0,25,2026-04-08 10:29:33,True,Changed Mind
8756,22242,1430,62,5,1431.0,True,336.0,0,2026-07-02 19:11:28,False,
8757,22245,9967,268,2,571.0,False,0.0,0,2026-03-07 01:23:56,False,
8758,22247,7592,350,4,923.0,False,0.0,49,2026-05-27 09:02:30,True,High Delivery Fee
8759,22248,5029,395,1,156.0,False,0.0,49,2026-07-22 11:56:45,True,High Delivery Fee
8760,22251,1002,114,3,369.0,True,85.0,49,2026-04-17 15:00:55,True,High Delivery Fee
8761,22252,741,384,1,209.0,False,0.0,0,2026-08-03 23:41:01,False,
8762,22253,3517,176,2,120.0,False,0.0,25,2026-05-01 13:14:47,False,
8763,22255,4997,101,1,124.0,False,0.0,35,2026-04-18 06:31:09,False,
8764,22256,1397,137,4,305.0,False,0.0,15,2026-08-18 18:27:57,True,Long Delivery Time
8765,22261,6165,199,3,776.0,False,0.0,0,2026-08-26 17:55:58,False,
8766,22263,1642,429,3,1845.0,False,0.0,0,2026-05-03 08:37:07,False,
8767,22264,7840,126,2,304.0,True,32.0,0,2026-03-19 21:47:20,False,
8768,22269,7589,496,2,591.0,True,175.0,25,2026-05-14 09:36:57,False,
8769,22270,379,315,5,521.0,True,75.0,49,2026-05-16 10:21:47,True,High Delivery Fee
8770,22275,2920,272,2,194.0,True,28.0,15,2026-03-21 14:13:42,True,Found Better Option
8771,22277,7544,275,3,681.0,False,0.0,0,2026-05-20 17:51:28,False,
8772,22281,98,212,3,645.0,True,103.0,0,2026-05-31 21:34:12,False,
8773,22282,7313,160,3,1379.0,True,238.0,35,2026-04-25 20:50:55,False,
8774,22288,2022,341,4,386.0,True,111.0,0,2026-05-09 20:39:58,False,
8775,22294,73,4,2,387.0,True,41.0,0,2026-07-29 13:52:46,False,
8776,22296,9733,223,2,730.0,False,0.0,0,2026-07-22 16:34:59,False,
8777,22297,6630,410,3,187.0,False,0.0,15,2026-05-16 13:09:52,False,
8778,22300,7851,172,1,267.0,True,27.0,0,2026-05-31 19:45:12,False,
8779,22303,9995,459,4,888.0,False,0.0,0,2026-05-24 19:57:23,False,
8780,22304,5340,382,1,304.0,False,0.0,59,2026-05-28 21:28:19,True,High Delivery Fee
8781,22310,9374,76,1,370.0,False,0.0,0,2026-04-19 20:00:07,False,
8782,22312,3185,490,1,474.0,True,99.0,25,2026-03-28 12:15:55,False,
8783,22314,2715,317,5,636.0,False,0.0,15,2026-03-27 13:46:54,True,Found Better Option
8784,22315,593,70,4,560.0,False,0.0,0,2026-08-22 10:55:13,False,
8785,22319,2588,56,4,752.0,True,161.0,49,2026-06-27 14:19:05,True,High Delivery Fee
8786,22322,9161,490,1,562.0,True,72.0,25,2026-05-16 13:25:48,False,
