order_id,session_id,user_id,cart_id,restaurant_id,cuisine,items_count,cart_value,discount,delivery_fee,final_order_value,payment_method,delivery_time_mins,rating_given,coupon_applied,timestamp,city
7893,29650,7791,11703,341,Fast Food,2,138.0,21.0,49,166.0,Wallet,22,5.0,True,2026-07-12 07:18:04,Chennai
7894,29653,2403,11705,150,Biryani,2,490.0,127.0,0,363.0,UPI,32,5.0,True,2026-08-13 10:47:42,Kolkata
7895,29672,8460,11710,217,Italian,2,840.0,0.0,25,865.0,Debit Card,44,1.0,False,2026-05-02 14:23:32,Mumbai
7896,29674,4280,11712,294,North Indian,2,780.0,177.0,0,603.0,Wallet,21,5.0,True,2026-06-05 12:54:19,Delhi NCR
7897,29678,3019,11713,470,North Indian,4,1036.0,0.0,0,1036.0,COD,39,4.0,False,2026-05-10 19:47:51,Mumbai
7898,29684,7808,11714,242,North Indian,1,170.0,0.0,25,195.0,Wallet,29,5.0,False,2026-08-06 09:54:48,Delhi NCR
7899,29703,9031,11719,469,Biryani,3,440.0,0.0,0,440.0,UPI,12,5.0,False,2026-08-22 17:59:31,Delhi NCR
7900,29707,3368,11720,104,Italian,2,478.0,137.0,15,356.0,UPI,43,,True,2026-05-18 06:41:36,Bangalore
7901,29711,4132,11721,21,North Indian,2,634.0,0.0,0,634.0,UPI,13,,False,2026-08-21 13:08:29,Delhi NCR
7902,29713,7861,11722,3,Biryani,3,660.0,0.0,0,660.0,UPI,22,,False,2026-06-22 16:33:19,Pune
7903,29714,7974,11723,467,South Indian,4,1476.0,417.0,15,1074.0,UPI,52,4.0,True,2026-07-22 10:39:07,Hyderabad
7904,29729,7560,11727,487,Chinese,5,761.0,0.0,25,786.0,Credit Card,51,,False,2026-04-23 15:09:14,Delhi NCR
7905,29730,1933,11728,43,North Indian,2,267.0,57.0,49,259.0,Wallet,49,1.0,True,2026-03-12 19:54:19,Kolkata
7906,29732,7031,11729,364,Street Food,2,514.0,125.0,59,448.0,Wallet,25,5.0,True,2026-05-13 13:30:58,Delhi NCR
7907,29740,3844,11732,309,Biryani,3,684.0,0.0,0,684.0,Debit Card,36,4.0,False,2026-04-28 22:32:36,Mumbai
7908,29741,7153,11733,236,South Indian,1,413.0,87.0,25,351.0,UPI,34,5.0,True,2026-06-30 15:52:21,Delhi NCR
7909,29745,2856,11735,55,Pizza,2,196.0,0.0,15,211.0,Wallet,45,,False,2026-08-19 13:52:04,Delhi NCR
7910,29749,5681,11736,166,Biryani,1,152.0,38.0,49,163.0,Debit Card,36,,True,2026-07-10 20:08:49,Jaipur
7911,29750,516,11737,290,Fast Food,1,446.0,83.0,35,398.0,UPI,29,4.0,True,2026-04-27 12:40:33,Mumbai
7912,29754,5652,11738,215,Desserts,3,350.0,0.0,0,350.0,UPI,38,2.0,False,2026-08-02 12:04:19,Pune
7913,29770,7142,11742,71,Street Food,3,505.0,69.0,15,451.0,Debit Card,33,2.0,True,2026-08-08 16:14:06,Hyderabad
7914,29774,6326,11743,429,Street Food,4,1976.0,310.0,35,1701.0,Credit Card,40,4.0,True,2026-05-25 12:22:45,Delhi NCR
7915,29776,9891,11745,121,North Indian,2,378.0,0.0,59,437.0,UPI,29,5.0,False,2026-05-14 11:01:30,Pune
7916,29780,4003,11746,313,South Indian,5,1454.0,331.0,0,1123.0,UPI,41,3.0,True,2026-03-06 19:33:21,Bangalore
7917,29787,1076,11750,438,Fast Food,4,710.0,100.0,0,610.0,UPI,68,2.0,True,2026-03-02 10:33:25,Bangalore
7918,29793,3801,11752,429,Street Food,3,1279.0,0.0,35,1314.0,Wallet,32,4.0,False,2026-04-04 11:44:53,Delhi NCR
7919,29797,7731,11753,393,Fast Food,1,156.0,0.0,25,181.0,Wallet,39,,False,2026-06-15 20:46:48,Bangalore
7920,29802,2874,11754,411,Biryani,1,196.0,49.0,49,196.0,Credit Card,16,,True,2026-05-08 08:47:03,Chennai
7921,29803,9031,11755,369,Italian,3,1945.0,226.0,15,1734.0,Credit Card,12,3.0,True,2026-03-20 21:46:55,Delhi NCR
7922,29805,6108,11756,40,Street Food,1,360.0,0.0,15,375.0,COD,30,4.0,False,2026-03-04 07:38:55,Pune
7923,29810,1176,11757,495,Italian,3,445.0,0.0,35,480.0,Debit Card,12,3.0,False,2026-06-17 11:46:09,Mumbai
7924,29811,9071,11758,230,North Indian,3,429.0,106.0,15,338.0,Credit Card,13,5.0,True,2026-06-03 20:44:46,Chennai
7925,29812,5214,11759,462,North Indian,1,113.0,0.0,15,128.0,UPI,30,5.0,False,2026-07-23 18:48:19,Pune
7926,29820,8573,11760,114,Beverages,2,369.0,0.0,0,369.0,UPI,14,5.0,False,2026-06-19 12:42:48,Delhi NCR
7927,29824,251,11761,324,Fast Food,2,372.0,80.0,35,327.0,Credit Card,30,,True,2026-08-13 18:52:34,Mumbai
7928,29839,4943,11763,248,South Indian,2,265.0,0.0,35,300.0,UPI,46,4.0,False,2026-08-03 22:32:33,Lucknow
7929,29845,6605,11765,1,Desserts,1,223.0,0.0,15,238.0,UPI,43,,False,2026-04-26 03:15:48,Delhi NCR
7930,29849,7240,11767,403,Fast Food,1,67.0,0.0,25,92.0,UPI,25,,False,2026-05-27 20:48:22,Delhi NCR
7931,29856,2261,11769,454,Italian,2,422.0,92.0,0,330.0,Debit Card,54,5.0,True,2026-04-26 18:44:12,Hyderabad
7932,29864,9009,11773,485,Street Food,1,137.0,0.0,35,172.0,Debit Card,41,4.0,False,2026-05-23 22:45:29,Jaipur
7933,29873,5513,11776,138,Pizza,2,425.0,0.0,15,440.0,UPI,31,,False,2026-07-05 19:20:22,Delhi NCR
7934,29880,9023,11777,193,Thai,2,308.0,0.0,0,308.0,UPI,39,5.0,False,2026-03-20 20:13:54,Hyderabad
7935,29886,5181,11778,52,North Indian,5,1029.0,120.0,25,934.0,UPI,51,,True,2026-07-21 18:04:55,Mumbai
7936,29890,7168,11779,386,Chinese,2,193.0,0.0,25,218.0,UPI,12,5.0,False,2026-03-21 13:29:15,Kolkata
7937,29891,4387,11780,277,North Indian,2,976.0,0.0,25,1001.0,UPI,19,,False,2026-07-17 18:59:46,Mumbai
7938,29896,4238,11781,240,Mughlai,1,127.0,0.0,25,152.0,Wallet,30,4.0,False,2026-05-12 09:02:49,Bangalore
7939,29898,7509,11782,497,Fast Food,3,290.0,0.0,0,290.0,Credit Card,18,5.0,False,2026-08-05 20:57:58,Hyderabad
7940,29908,7521,11784,191,Desserts,3,884.0,259.0,0,625.0,COD,12,4.0,True,2026-06-04 21:08:33,Bangalore
7941,29910,4356,11785,24,Continental,3,196.0,0.0,35,231.0,UPI,27,5.0,False,2026-03-08 20:57:57,Delhi NCR
7942,29911,3207,11786,39,Chinese,3,550.0,0.0,25,575.0,UPI,41,,False,2026-03-10 13:26:27,Delhi NCR
7943,29917,201,11788,29,Street Food,2,226.0,39.0,49,236.0,COD,43,3.0,True,2026-08-23 10:46:18,Bangalore
7944,29927,746,11792,385,Chinese,2,311.0,0.0,0,311.0,UPI,53,,False,2026-04-14 08:57:28,Delhi NCR
7945,29928,5080,11793,150,Biryani,3,762.0,156.0,0,606.0,UPI,45,3.0,True,2026-05-29 12:26:35,Kolkata
7946,29929,1781,11794,156,Mughlai,4,726.0,0.0,0,726.0,Wallet,37,5.0,False,2026-07-10 20:09:28,Chennai
7947,29937,9210,11796,297,Biryani,2,244.0,44.0,15,215.0,UPI,42,3.0,True,2026-04-17 14:31:21,Hyderabad
7948,29938,4678,11797,85,Biryani,1,647.0,0.0,25,672.0,UPI,21,5.0,False,2026-06-03 08:39:27,Bangalore
7949,29941,4490,11798,66,Thai,3,300.0,43.0,0,257.0,COD,51,2.0,True,2026-06-22 09:20:02,Bangalore
7950,29942,4588,11799,98,Chinese,3,880.0,0.0,35,915.0,COD,30,,False,2026-07-31 08:48:27,Bangalore
7951,29944,3862,11800,25,Biryani,3,373.0,61.0,35,347.0,UPI,25,4.0,True,2026-07-09 20:51:27,Hyderabad
7952,29949,3761,11801,485,Street Food,2,283.0,0.0,0,283.0,UPI,40,,False,2026-03-22 14:02:11,Jaipur
7953,29957,8257,11802,79,Street Food,3,439.0,0.0,25,464.0,Debit Card,26,5.0,False,2026-05-05 12:11:17,Hyderabad
7954,29959,8989,11804,261,Biryani,2,775.0,0.0,0,775.0,Debit Card,36,,False,2026-06-03 21:30:30,Mumbai
7955,29964,2493,11805,361,Pizza,3,647.0,0.0,59,706.0,Debit Card,12,,False,2026-08-11 19:42:32,Bangalore
7956,29968,5230,11806,390,Desserts,2,400.0,0.0,25,425.0,Wallet,58,,False,2026-06-18 09:59:28,Lucknow
7957,29969,164,11807,475,Desserts,2,460.0,50.0,25,435.0,COD,18,5.0,True,2026-06-13 18:59:57,Mumbai
7958,29972,562,11809,218,Italian,2,534.0,0.0,0,534.0,COD,36,3.0,False,2026-05-01 15:27:49,Hyderabad
7959,29979,7294,11811,421,South Indian,2,394.0,59.0,59,394.0,UPI,33,,True,2026-08-22 01:37:00,Bangalore
7960,29984,8066,11813,202,North Indian,3,193.0,56.0,59,196.0,UPI,36,4.0,True,2026-05-27 09:38:31,Mumbai
7961,29988,8548,11815,405,Healthy Food,2,725.0,0.0,25,750.0,UPI,18,4.0,False,2026-07-28 01:35:53,Mumbai
7962,29994,8740,11817,118,Rolls,1,311.0,0.0,0,311.0,Credit Card,39,3.0,False,2026-04-13 12:55:53,Chennai
7963,29999,5427,11819,449,North Indian,2,231.0,34.0,25,222.0,COD,12,4.0,True,2026-08-16 15:54:44,Bangalore
7964,30013,157,11823,333,Chinese,1,401.0,0.0,0,401.0,UPI,58,1.0,False,2026-04-28 12:40:10,Ahmedabad
7965,30014,7937,11824,60,South Indian,3,1177.0,0.0,0,1177.0,Debit Card,25,,False,2026-08-17 07:47:54,Bangalore
7966,30016,3570,11825,426,Fast Food,4,603.0,0.0,15,618.0,COD,37,,False,2026-06-09 09:42:04,Mumbai
7967,30026,56,11829,48,Chinese,3,490.0,0.0,35,525.0,UPI,53,4.0,False,2026-04-06 13:19:00,Chennai
7968,30029,5221,11830,475,Desserts,1,251.0,0.0,0,251.0,Debit Card,15,,False,2026-04-07 19:33:14,Mumbai
7969,30030,3616,11831,321,Fast Food,1,142.0,17.0,35,160.0,UPI,34,5.0,True,2026-04-10 12:38:32,Bangalore
7970,30033,4057,11832,310,North Indian,2,239.0,45.0,0,194.0,UPI,36,,True,2026-06-13 20:04:42,Bangalore
7971,30035,5872,11834,421,South Indian,1,273.0,0.0,0,273.0,Debit Card,12,,False,2026-07-16 19:23:52,Bangalore
7972,30039,5924,11835,93,North Indian,4,822.0,123.0,15,714.0,UPI,52,2.0,True,2026-06-28 13:39:41,Mumbai
7973,30049,6015,11837,383,Chinese,2,234.0,0.0,15,249.0,UPI,38,4.0,False,2026-04-26 07:02:34,Bangalore
7974,30050,9005,11838,176,South Indian,1,68.0,18.0,25,75.0,COD,12,5.0,True,2026-06-20 21:29:15,Delhi NCR
7975,30053,4307,11839,195,Italian,2,155.0,0.0,35,190.0,Debit Card,18,,False,2026-04-14 12:24:08,Delhi NCR
7976,30058,8539,11840,259,South Indian,2,242.0,0.0,0,242.0,Wallet,42,2.0,False,2026-06-17 21:46:26,Mumbai
7977,30065,3008,11841,109,Biryani,4,538.0,0.0,25,563.0,Wallet,44,3.0,False,2026-07-16 13:36:00,Mumbai
7978,30068,2352,11843,430,Italian,5,458.0,0.0,0,458.0,COD,34,4.0,False,2026-07-26 10:48:54,Mumbai
7979,30075,8818,11845,106,Healthy Food,1,229.0,0.0,59,288.0,Wallet,31,,False,2026-03-27 13:20:53,Bangalore
7980,30076,2974,11846,71,Street Food,1,148.0,0.0,15,163.0,Wallet,32,3.0,False,2026-04-28 13:17:27,Hyderabad
7981,30077,8873,11847,408,Healthy Food,3,753.0,0.0,35,788.0,UPI,31,4.0,False,2026-03-25 15:51:00,Lucknow
7982,30084,2151,11851,414,Fast Food,2,298.0,75.0,0,223.0,Debit Card,39,,True,2026-07-05 14:48:36,Bangalore
7983,30090,9598,11853,76,North Indian,1,496.0,0.0,49,545.0,COD,19,4.0,False,2026-06-02 18:20:24,Hyderabad
7984,30091,2439,11854,115,South Indian,1,206.0,0.0,0,206.0,UPI,25,5.0,False,2026-06-24 14:35:25,Mumbai
7985,30102,456,11858,142,Mughlai,3,1266.0,0.0,0,1266.0,COD,37,5.0,False,2026-04-30 19:56:18,Delhi NCR
7986,30108,2318,11859,34,Biryani,2,553.0,84.0,0,469.0,Wallet,60,3.0,True,2026-07-14 18:41:33,Kolkata
7987,30115,8312,11860,162,North Indian,2,811.0,0.0,0,811.0,UPI,27,5.0,False,2026-03-29 14:47:45,Delhi NCR
7988,30117,8654,11861,325,Pizza,3,341.0,0.0,0,341.0,UPI,54,,False,2026-08-27 21:25:46,Mumbai
7989,30119,9829,11863,101,South Indian,1,204.0,47.0,0,157.0,COD,46,5.0,True,2026-05-14 18:45:12,Hyderabad
7990,30123,4791,11864,332,South Indian,3,230.0,68.0,0,162.0,Credit Card,12,,True,2026-08-20 12:59:16,Delhi NCR
7991,30125,3297,11865,422,South Indian,3,477.0,98.0,25,404.0,UPI,12,4.0,True,2026-04-16 12:56:53,Delhi NCR
7992,30127,8915,11866,314,South Indian,3,771.0,0.0,49,820.0,Wallet,19,3.0,False,2026-08-15 12:33:01,Hyderabad
7993,30129,9199,11867,462,North Indian,1,114.0,0.0,15,129.0,Wallet,40,5.0,False,2026-03-01 20:36:57,Pune
7994,30131,4395,11868,380,Italian,4,565.0,0.0,0,565.0,UPI,53,,False,2026-07-20 18:17:06,Bangalore
7995,30132,1877,11869,106,Healthy Food,2,348.0,0.0,0,348.0,Credit Card,23,4.0,False,2026-06-02 15:46:02,Bangalore
7996,30135,1175,11870,421,South Indian,5,1541.0,0.0,59,1600.0,UPI,20,,False,2026-04-18 21:05:26,Bangalore
7997,30136,3393,11871,305,Mughlai,3,457.0,0.0,59,516.0,Debit Card,36,5.0,False,2026-08-26 12:34:39,Hyderabad
7998,30138,4502,11872,464,Street Food,5,1277.0,217.0,0,1060.0,COD,23,,True,2026-03-03 19:58:13,Delhi NCR
7999,30141,6293,11874,399,Fast Food,1,162.0,0.0,15,177.0,Wallet,17,4.0,False,2026-04-27 16:47:51,Delhi NCR
8000,30145,6331,11875,429,Street Food,2,1475.0,207.0,0,1268.0,Debit Card,31,5.0,True,2026-07-27 21:13:34,Delhi NCR
8001,30150,3080,11877,312,North Indian,1,253.0,61.0,0,192.0,Wallet,47,4.0,True,2026-04-27 20:11:21,Mumbai
8002,30153,2712,11878,337,North Indian,1,236.0,29.0,25,232.0,UPI,40,5.0,True,2026-08-24 22:40:51,Kolkata
8003,30158,8776,11879,64,North Indian,2,386.0,70.0,49,365.0,COD,23,,True,2026-03-09 19:19:54,Mumbai
8004,30160,5547,11880,383,Chinese,2,400.0,92.0,0,308.0,UPI,31,,True,2026-03-14 12:39:58,Bangalore
8005,30166,7500,11884,390,Desserts,2,411.0,117.0,0,294.0,UPI,23,,True,2026-08-11 18:17:26,Lucknow
8006,30167,6543,11885,234,Fast Food,2,1039.0,141.0,0,898.0,UPI,42,,True,2026-03-13 22:58:51,Hyderabad
8007,30168,8056,11886,441,Italian,3,648.0,0.0,49,697.0,Debit Card,40,,False,2026-08-06 15:03:12,Bangalore
8008,30169,4083,11887,146,Italian,3,710.0,0.0,0,710.0,Wallet,33,4.0,False,2026-04-25 11:44:13,Delhi NCR
8009,30170,7378,11888,110,Healthy Food,4,2497.0,0.0,0,2497.0,UPI,23,,False,2026-07-09 08:40:47,Bangalore
8010,30176,5967,11889,173,North Indian,2,233.0,0.0,0,233.0,COD,35,5.0,False,2026-06-03 14:14:34,Kolkata
8011,30177,3931,11890,448,Biryani,2,263.0,66.0,0,197.0,UPI,54,2.0,True,2026-04-11 10:47:41,Chennai
8012,30181,391,11891,434,Healthy Food,2,237.0,0.0,25,262.0,UPI,20,3.0,False,2026-06-13 18:15:33,Pune
8013,30184,9391,11893,144,Chinese,5,553.0,0.0,15,568.0,Wallet,33,4.0,False,2026-07-25 12:11:03,Mumbai
8014,30186,4664,11894,227,Chinese,4,368.0,40.0,0,328.0,UPI,59,5.0,True,2026-04-15 06:40:47,Bangalore
8015,30189,8987,11895,116,Chinese,5,725.0,193.0,35,567.0,UPI,51,3.0,True,2026-03-29 21:15:47,Mumbai
8016,30193,3125,11896,216,Desserts,5,1392.0,168.0,59,1283.0,Credit Card,61,1.0,True,2026-07-14 17:28:04,Bangalore
8017,30197,559,11897,226,Continental,3,349.0,0.0,49,398.0,Debit Card,20,,False,2026-05-20 21:15:25,Kolkata
8018,30198,9781,11898,17,Chinese,4,977.0,102.0,0,875.0,UPI,22,,True,2026-06-03 13:21:36,Delhi NCR
8019,30207,5601,11900,471,North Indian,1,127.0,0.0,0,127.0,Credit Card,27,4.0,False,2026-06-04 20:39:13,Kolkata
8020,30217,668,11901,290,Fast Food,1,374.0,0.0,35,409.0,UPI,13,4.0,False,2026-07-11 15:07:10,Mumbai
8021,30232,1029,11904,401,Biryani,2,232.0,0.0,15,247.0,UPI,30,,False,2026-03-23 15:11:21,Pune
8022,30233,5986,11905,252,Continental,4,696.0,156.0,0,540.0,Credit Card,30,,True,2026-06-15 21:26:15,Hyderabad
8023,30234,5536,11906,410,Fast Food,5,483.0,0.0,0,483.0,UPI,50,3.0,False,2026-07-24 23:58:55,Delhi NCR
8024,30235,6357,11907,76,North Indian,2,604.0,0.0,0,604.0,UPI,12,4.0,False,2026-08-23 18:05:50,Hyderabad
8025,30242,7492,11908,238,North Indian,4,795.0,176.0,0,619.0,Wallet,43,4.0,True,2026-05-12 21:44:30,Bangalore
8026,30243,3230,11909,42,North Indian,3,1238.0,0.0,25,1263.0,COD,12,5.0,False,2026-07-01 08:33:13,Chennai
8027,30244,4425,11910,360,Desserts,4,288.0,0.0,0,288.0,UPI,41,4.0,False,2026-06-25 22:18:36,Hyderabad
8028,30246,7829,11911,141,Rolls,3,1100.0,241.0,0,859.0,UPI,27,5.0,True,2026-04-20 09:46:39,Mumbai
8029,30254,5223,11913,257,Street Food,2,295.0,0.0,15,310.0,Wallet,49,3.0,False,2026-04-22 18:46:22,Kolkata
8030,30258,8046,11914,488,Chinese,1,98.0,11.0,0,87.0,UPI,35,3.0,True,2026-05-15 18:14:36,Mumbai
8031,30260,7399,11915,404,Healthy Food,4,787.0,136.0,0,651.0,COD,44,3.0,True,2026-06-30 18:52:42,Mumbai
8032,30262,467,11916,448,Biryani,2,232.0,24.0,0,208.0,UPI,45,4.0,True,2026-05-05 06:21:09,Chennai
8033,30264,5100,11917,272,Biryani,4,604.0,0.0,15,619.0,Debit Card,20,,False,2026-08-16 12:49:54,Pune
8034,30265,9298,11918,238,North Indian,2,427.0,0.0,0,427.0,UPI,51,2.0,False,2026-03-07 16:53:56,Bangalore
8035,30275,1920,11919,171,Beverages,5,932.0,0.0,35,967.0,Debit Card,12,4.0,False,2026-06-29 21:18:44,Delhi NCR
8036,30277,9397,11920,50,Mughlai,3,652.0,0.0,35,687.0,UPI,48,3.0,False,2026-06-22 09:48:11,Bangalore
8037,30281,1796,11921,258,Pizza,1,167.0,0.0,35,202.0,Debit Card,13,5.0,False,2026-08-26 00:27:28,Mumbai
8038,30285,2484,11922,442,North Indian,1,205.0,0.0,25,230.0,UPI,37,5.0,False,2026-04-30 09:55:15,Hyderabad
8039,30286,6717,11923,46,North Indian,5,342.0,0.0,0,342.0,Credit Card,23,,False,2026-03-11 18:56:57,Hyderabad
8040,30287,4328,11924,321,Fast Food,2,388.0,94.0,35,329.0,Credit Card,33,4.0,True,2026-03-04 22:52:19,Bangalore
8041,30290,5527,11925,237,South Indian,3,995.0,0.0,15,1010.0,COD,36,4.0,False,2026-08-18 17:40:14,Mumbai
8042,30294,1188,11926,494,North Indian,2,419.0,125.0,25,319.0,COD,37,5.0,True,2026-08-12 20:46:21,Chennai
8043,30302,7780,11927,78,South Indian,1,66.0,18.0,25,73.0,UPI,50,4.0,True,2026-06-17 23:07:11,Bangalore
8044,30309,6602,11928,181,Chinese,1,266.0,0.0,0,266.0,Credit Card,15,,False,2026-08-17 21:00:28,Hyderabad
8045,30312,3599,11929,323,Mughlai,3,1086.0,0.0,0,1086.0,Wallet,27,,False,2026-08-29 23:07:44,Ahmedabad
8046,30318,7346,11930,358,Fast Food,3,1526.0,0.0,25,1551.0,Credit Card,50,,False,2026-08-14 13:51:05,Hyderabad
8047,30324,3346,11932,244,North Indian,2,239.0,31.0,0,208.0,UPI,34,4.0,True,2026-04-03 12:12:01,Delhi NCR
8048,30326,6620,11934,462,North Indian,2,393.0,0.0,0,393.0,Credit Card,41,3.0,False,2026-03-22 19:56:56,Pune
8049,30329,8179,11935,88,Biryani,2,374.0,0.0,25,399.0,Credit Card,35,3.0,False,2026-07-07 20:31:34,Bangalore
8050,30332,6165,11937,40,Street Food,2,816.0,226.0,15,605.0,UPI,33,,True,2026-04-07 23:31:43,Pune
8051,30333,4443,11938,92,South Indian,1,203.0,0.0,0,203.0,UPI,60,4.0,False,2026-05-22 06:10:05,Bangalore
8052,30336,1219,11939,500,Biryani,1,364.0,0.0,0,364.0,UPI,35,2.0,False,2026-06-14 22:00:44,Mumbai
8053,30346,1777,11942,391,Continental,2,255.0,0.0,25,280.0,COD,45,,False,2026-07-21 16:30:26,Mumbai
8054,30352,9023,11944,194,Street Food,2,1121.0,0.0,0,1121.0,COD,16,4.0,False,2026-05-06 20:50:36,Hyderabad
8055,30353,3762,11945,22,Thai,3,825.0,0.0,0,825.0,UPI,32,5.0,False,2026-03-17 13:25:37,Hyderabad
8056,30357,8009,11946,25,Biryani,1,110.0,32.0,35,113.0,COD,12,5.0,True,2026-08-30 09:41:38,Hyderabad
8057,30362,620,11947,13,North Indian,1,133.0,0.0,15,148.0,COD,21,,False,2026-05-16 22:16:11,Lucknow
8058,30366,6095,11948,280,Chinese,1,178.0,0.0,49,227.0,Debit Card,46,3.0,False,2026-04-10 07:44:09,Chennai
8059,30368,9522,11949,161,Mughlai,2,655.0,0.0,0,655.0,UPI,40,5.0,False,2026-08-10 13:29:55,Delhi NCR
8060,30372,2227,11952,149,Desserts,2,982.0,0.0,0,982.0,Wallet,19,,False,2026-05-30 12:40:31,Bangalore
8061,30373,5894,11953,97,South Indian,3,546.0,98.0,0,448.0,Wallet,27,1.0,True,2026-08-05 20:30:40,Hyderabad
8062,30389,6328,11956,435,Chinese,2,269.0,0.0,15,284.0,UPI,59,,False,2026-03-03 20:27:11,Chennai
8063,30397,8758,11958,161,Mughlai,3,735.0,0.0,0,735.0,Debit Card,39,5.0,False,2026-06-14 19:38:59,Delhi NCR
8064,30401,5866,11959,10,Biryani,5,623.0,0.0,25,648.0,COD,39,4.0,False,2026-04-19 22:38:06,Chennai
8065,30403,6122,11960,313,South Indian,1,261.0,60.0,25,226.0,Wallet,42,4.0,True,2026-04-08 13:02:03,Bangalore
8066,30408,5593,11962,430,Italian,1,92.0,17.0,0,75.0,Credit Card,28,4.0,True,2026-06-29 12:36:23,Mumbai
8067,30409,3750,11963,322,Italian,2,358.0,78.0,0,280.0,UPI,45,3.0,True,2026-07-11 14:47:06,Hyderabad
8068,30410,348,11964,94,Rolls,1,212.0,0.0,0,212.0,UPI,42,4.0,False,2026-07-02 08:06:40,Mumbai
8069,30415,9805,11966,427,North Indian,2,469.0,0.0,59,528.0,Wallet,12,3.0,False,2026-06-30 18:24:52,Delhi NCR
8070,30416,106,11967,482,Biryani,2,380.0,66.0,59,373.0,Wallet,54,3.0,True,2026-05-12 11:11:59,Pune
8071,30417,4386,11968,86,Fast Food,5,861.0,146.0,25,740.0,UPI,27,5.0,True,2026-06-06 19:08:34,Mumbai
8072,30421,6808,11970,209,Pizza,5,1355.0,0.0,15,1370.0,UPI,65,,False,2026-03-28 14:10:22,Ahmedabad
8073,30433,1817,11973,280,Chinese,2,354.0,0.0,49,403.0,Wallet,48,4.0,False,2026-07-14 13:25:48,Chennai
8074,30442,3832,11976,462,North Indian,2,283.0,32.0,0,251.0,Credit Card,23,3.0,True,2026-06-22 07:22:53,Pune
8075,30449,5576,11979,345,Chinese,1,434.0,0.0,59,493.0,Wallet,25,4.0,False,2026-08-07 17:35:31,Delhi NCR
8076,30457,6983,11983,473,Continental,5,1557.0,0.0,0,1557.0,UPI,47,,False,2026-05-21 21:50:25,Kolkata
8077,30459,5435,11984,68,Chinese,3,291.0,70.0,0,221.0,Debit Card,47,4.0,True,2026-07-22 13:35:52,Hyderabad
8078,30464,765,11985,93,North Indian,2,340.0,62.0,15,293.0,UPI,43,,True,2026-06-27 10:07:18,Mumbai
8079,30467,7711,11987,463,Mughlai,3,875.0,182.0,0,693.0,UPI,25,5.0,True,2026-04-14 20:17:21,Lucknow
8080,30474,9163,11989,8,Desserts,1,122.0,0.0,49,171.0,Credit Card,50,4.0,False,2026-06-02 10:33:10,Mumbai
8081,30484,1678,11992,453,Thai,3,609.0,176.0,35,468.0,UPI,29,,True,2026-06-09 05:34:08,Pune
8082,30487,6479,11994,112,South Indian,3,525.0,141.0,0,384.0,UPI,12,4.0,True,2026-08-02 12:33:10,Jaipur
8083,30488,5375,11995,43,North Indian,2,276.0,0.0,0,276.0,Wallet,66,3.0,False,2026-04-20 11:12:34,Kolkata
8084,30490,1682,11996,227,Chinese,4,244.0,0.0,0,244.0,Credit Card,58,1.0,False,2026-05-12 20:38:21,Bangalore
8085,30494,3776,11997,182,Chinese,2,392.0,0.0,15,407.0,Wallet,45,4.0,False,2026-05-05 16:32:37,Jaipur
8086,30497,6711,11998,347,Street Food,2,417.0,0.0,25,442.0,UPI,32,5.0,False,2026-04-14 19:25:02,Delhi NCR
8087,30498,6684,11999,104,Italian,3,464.0,0.0,0,464.0,UPI,28,,False,2026-04-11 19:26:02,Bangalore
8088,30500,6299,12000,273,Mughlai,2,868.0,0.0,15,883.0,UPI,30,3.0,False,2026-08-28 09:40:58,Kolkata
8089,30506,4527,12001,486,Biryani,1,105.0,0.0,15,120.0,UPI,30,4.0,False,2026-06-19 12:07:13,Bangalore
8090,30509,3032,12003,495,Italian,4,589.0,0.0,35,624.0,UPI,34,,False,2026-05-10 20:49:22,Mumbai
8091,30511,844,12004,100,Healthy Food,3,1221.0,0.0,15,1236.0,UPI,31,,False,2026-07-04 20:06:57,Bangalore
8092,30525,1771,12008,165,Street Food,2,303.0,0.0,15,318.0,Wallet,45,3.0,False,2026-04-04 20:15:36,Mumbai
8093,30526,5105,12009,246,Chinese,1,199.0,0.0,0,199.0,UPI,52,2.0,False,2026-07-27 15:51:01,Kolkata
8094,30529,9540,12010,207,South Indian,4,455.0,76.0,0,379.0,UPI,41,4.0,True,2026-05-15 10:47:42,Bangalore
8095,30530,4182,12011,446,Italian,3,717.0,0.0,0,717.0,Credit Card,21,5.0,False,2026-06-06 21:50:46,Bangalore
8096,30537,2321,12013,110,Healthy Food,2,1058.0,0.0,35,1093.0,Wallet,24,3.0,False,2026-06-19 20:24:52,Bangalore
8097,30541,6284,12016,206,Thai,2,266.0,34.0,0,232.0,COD,25,,True,2026-06-06 03:13:06,Ahmedabad
8098,30542,7297,12017,401,Biryani,1,201.0,0.0,15,216.0,COD,25,3.0,False,2026-06-05 12:57:58,Pune
8099,30549,2033,12020,491,Chinese,1,184.0,49.0,35,170.0,UPI,59,,True,2026-07-14 19:23:45,Kolkata
8100,30552,9860,12021,380,Italian,1,200.0,0.0,49,249.0,COD,45,,False,2026-04-11 20:52:05,Bangalore
8101,30554,6622,12022,279,Italian,1,391.0,0.0,35,426.0,COD,42,3.0,False,2026-07-01 15:02:38,Mumbai
8102,30557,1293,12023,168,Chinese,3,1060.0,136.0,0,924.0,Debit Card,28,4.0,True,2026-07-23 11:29:15,Pune
