user_id,signup_date,city,age_group,device_type,user_segment
5842,2025-08-12,Bangalore,45+,Android,Power
5843,2025-05-20,Kolkata,18-24,Android,Returning
5844,2025-04-09,Bangalore,18-24,Android,Returning
5845,2025-11-26,Delhi NCR,25-34,iOS,Power
5846,2025-05-27,Delhi NCR,45+,Android,Returning
5847,2025-04-10,Delhi NCR,45+,Android,Returning
5848,2025-07-25,Kolkata,25-34,Android,Returning
5849,2025-12-02,Mumbai,18-24,Android,Returning
5850,2025-12-19,Ahmedabad,18-24,Web,Returning
5851,2025-06-27,Delhi NCR,35-44,iOS,Returning
5852,2025-10-23,Ahmedabad,25-34,Android,Returning
5853,2025-08-01,Pune,25-34,Android,Returning
5854,2025-03-23,Hyderabad,25-34,Android,Returning
5855,2025-11-25,Chennai,35-44,Android,Returning
5856,2025-12-16,Delhi NCR,35-44,iOS,Returning
5857,2026-01-06,Hyderabad,25-34,Android,Returning
5858,2025-03-22,Delhi NCR,18-24,Android,Returning
5859,2026-01-06,Bangalore,25-34,iOS,Returning
5860,2025-07-26,Pune,45+,iOS,Power
5861,2026-02-13,Delhi NCR,25-34,iOS,New
5862,2025-11-22,Kolkata,18-24,iOS,Returning
5863,2026-02-09,Delhi NCR,18-24,Android,New
5864,2026-01-14,Hyderabad,18-24,Android,Returning
5865,2025-08-20,Jaipur,18-24,Android,Power
5866,2026-01-02,Chennai,25-34,Android,Returning
5867,2025-11-10,Hyderabad,18-24,Android,Returning
5868,2025-10-23,Chennai,25-34,iOS,Returning
5869,2025-03-29,Ahmedabad,18-24,iOS,Returning
5870,2025-08-19,Delhi NCR,18-24,Android,Returning
5871,2025-03-26,Hyderabad,25-34,Android,Power
5872,2025-04-09,Bangalore,25-34,iOS,Returning
5873,2026-02-21,Mumbai,18-24,Android,New
5874,2026-01-31,Mumbai,35-44,Android,New
5875,2025-11-09,Delhi NCR,18-24,iOS,Returning
5876,2025-09-21,Hyderabad,25-34,Android,Returning
5877,2025-10-21,Ahmedabad,25-34,Android,Returning
5878,2025-08-25,Pune,35-44,Android,Returning
5879,2025-09-19,Hyderabad,25-34,iOS,Returning
5880,2025-08-16,Mumbai,25-34,iOS,Returning
5881,2025-03-02,Delhi NCR,25-34,iOS,Power
5882,2025-08-09,Delhi NCR,25-34,Android,Power
5883,2025-08-01,Hyderabad,35-44,iOS,Returning
5884,2025-11-12,Mumbai,18-24,Web,Returning
5885,2025-05-29,Hyderabad,35-44,Android,Power
5886,2025-12-18,Ahmedabad,18-24,Android,Returning
5887,2025-09-15,Chennai,45+,iOS,Power
5888,2025-06-14,Pune,25-34,Web,Returning
5889,2025-07-01,Chennai,35-44,Web,Power
5890,2025-05-30,Delhi NCR,25-34,Android,Power
5891,2025-11-19,Mumbai,18-24,Web,Power
5892,2025-09-09,Kolkata,18-24,Android,Returning
5893,2025-09-11,Chennai,35-44,Android,Power
5894,2025-10-11,Hyderabad,25-34,Web,Returning
5895,2025-08-25,Delhi NCR,25-34,Web,Returning
5896,2025-12-05,Hyderabad,18-24,iOS,Returning
5897,2026-01-08,Mumbai,45+,Web,Returning
5898,2025-11-10,Mumbai,18-24,iOS,Returning
5899,2025-03-24,Delhi NCR,18-24,Android,Power
5900,2026-01-17,Bangalore,45+,Web,Returning
5901,2025-08-02,Mumbai,45+,Web,Power
5902,2025-08-13,Mumbai,18-24,Android,Power
5903,2025-05-07,Chennai,35-44,Android,Returning
5904,2025-03-20,Hyderabad,18-24,Android,Returning
5905,2025-07-04,Hyderabad,18-24,iOS,Power
5906,2025-11-06,Bangalore,35-44,iOS,Returning
5907,2026-02-03,Lucknow,35-44,Web,New
5908,2025-05-06,Mumbai,18-24,Android,Power
5909,2025-12-14,Delhi NCR,18-24,iOS,Returning
5910,2025-10-15,Hyderabad,18-24,Web,Returning
5911,2026-02-09,Mumbai,35-44,Android,New
5912,2025-08-02,Hyderabad,45+,iOS,Returning
5913,2025-07-04,Hyderabad,18-24,Android,Returning
5914,2026-01-21,Lucknow,35-44,iOS,Returning
5915,2025-06-06,Ahmedabad,18-24,iOS,Returning
5916,2025-08-06,Jaipur,25-34,iOS,Power
5917,2025-06-07,Mumbai,18-24,Android,Returning
5918,2025-09-28,Kolkata,25-34,Android,Returning
5919,2026-01-18,Mumbai,18-24,iOS,Returning
5920,2026-02-18,Hyderabad,45+,Android,New
5921,2025-05-11,Chennai,18-24,Android,Power
5922,2025-11-23,Mumbai,25-34,Android,Returning
5923,2025-05-30,Hyderabad,35-44,Android,Returning
5924,2025-07-14,Mumbai,25-34,iOS,Returning
5925,2025-07-24,Delhi NCR,18-24,iOS,Returning
5926,2025-12-26,Ahmedabad,25-34,iOS,Returning
5927,2025-03-11,Mumbai,35-44,iOS,Returning
5928,2025-07-12,Mumbai,25-34,Android,Returning
5929,2025-04-07,Bangalore,18-24,Android,Power
5930,2026-01-08,Kolkata,25-34,Web,Returning
5931,2025-06-11,Mumbai,45+,Android,Returning
5932,2025-06-07,Delhi NCR,18-24,Android,Returning
5933,2025-03-07,Ahmedabad,25-34,iOS,Power
5934,2025-04-18,Mumbai,25-34,Android,Returning
5935,2025-04-11,Delhi NCR,18-24,Android,Returning
5936,2025-09-28,Pune,25-34,Android,Returning
5937,2025-03-08,Hyderabad,45+,Web,Returning
5938,2025-10-12,Kolkata,18-24,Android,Power
5939,2026-01-09,Mumbai,35-44,Android,Returning
5940,2025-11-04,Ahmedabad,35-44,iOS,Power
5941,2026-01-14,Jaipur,18-24,Web,Returning
5942,2025-04-26,Mumbai,18-24,Android,Returning
5943,2025-12-03,Mumbai,45+,Android,Returning
5944,2025-08-05,Lucknow,35-44,Android,Returning
5945,2025-06-05,Bangalore,18-24,Android,Power
5946,2025-12-02,Hyderabad,18-24,iOS,Returning
5947,2025-11-03,Hyderabad,25-34,Android,Returning
5948,2026-01-06,Pune,25-34,Android,Returning
5949,2025-11-05,Kolkata,25-34,iOS,Returning
5950,2025-11-03,Delhi NCR,45+,iOS,Power
5951,2025-06-14,Delhi NCR,25-34,Web,Returning
5952,2025-12-16,Kolkata,35-44,iOS,Returning
5953,2025-04-30,Kolkata,25-34,Android,Returning
5954,2026-02-22,Hyderabad,18-24,iOS,New
5955,2025-10-30,Lucknow,35-44,Android,Returning
5956,2026-02-18,Pune,25-34,Android,New
5957,2025-03-18,Delhi NCR,18-24,iOS,Returning
5958,2025-07-29,Kolkata,18-24,Android,Returning
5959,2025-05-26,Bangalore,25-34,Android,Returning
5960,2026-02-01,Mumbai,25-34,Web,New
5961,2025-07-09,Delhi NCR,45+,iOS,Power
5962,2025-04-22,Pune,35-44,iOS,Returning
5963,2026-02-03,Jaipur,18-24,iOS,New
5964,2026-01-06,Delhi NCR,35-44,Android,Returning
5965,2026-01-31,Delhi NCR,18-24,iOS,New
5966,2025-03-13,Hyderabad,18-24,Web,Returning
5967,2025-09-18,Kolkata,18-24,Android,Power
5968,2025-06-04,Pune,25-34,iOS,Returning
5969,2025-04-01,Hyderabad,18-24,iOS,Power
5970,2026-01-25,Hyderabad,25-34,Android,Returning
5971,2025-05-19,Delhi NCR,18-24,Android,Returning
5972,2025-03-18,Bangalore,25-34,Android,Returning
5973,2025-06-01,Delhi NCR,45+,Android,Returning
5974,2025-08-05,Ahmedabad,45+,Android,Returning
5975,2025-07-06,Mumbai,25-34,Web,Power
5976,2025-11-28,Chennai,25-34,Android,Returning
5977,2025-09-09,Delhi NCR,35-44,Android,Returning
5978,2025-12-12,Bangalore,35-44,Android,Returning
5979,2025-11-11,Delhi NCR,35-44,Web,Power
5980,2025-07-27,Delhi NCR,18-24,Android,Returning
5981,2025-03-08,Delhi NCR,25-34,iOS,Returning
5982,2025-11-15,Pune,25-34,iOS,Returning
5983,2026-01-13,Delhi NCR,25-34,iOS,Returning
5984,2025-09-01,Chennai,25-34,Android,Returning
5985,2025-12-27,Bangalore,35-44,Android,Returning
5986,2025-06-28,Hyderabad,35-44,Android,Returning
5987,2025-06-30,Hyderabad,18-24,Android,Returning
5988,2025-04-15,Lucknow,18-24,Android,Returning
5989,2025-12-04,Delhi NCR,25-34,iOS,Returning
5990,2025-07-27,Delhi NCR,18-24,Android,Returning
5991,2026-02-22,Ahmedabad,18-24,Android,New
5992,2025-05-27,Mumbai,35-44,iOS,Returning
5993,2025-03-29,Kolkata,25-34,Android,Power
5994,2025-08-03,Mumbai,35-44,Android,Returning
5995,2025-09-13,Chennai,35-44,Web,Returning
5996,2025-04-05,Mumbai,35-44,Android,Returning
5997,2025-10-14,Ahmedabad,18-24,Android,Returning
5998,2025-04-29,Hyderabad,18-24,Android,Power
5999,2025-07-14,Delhi NCR,18-24,iOS,Returning
6000,2025-04-27,Mumbai,18-24,iOS,Returning
6001,2025-09-21,Delhi NCR,25-34,Android,Power
6002,2026-02-28,Chennai,35-44,iOS,New
6003,2025-07-08,Bangalore,45+,Android,Returning
6004,2025-08-25,Delhi NCR,35-44,Android,Power
6005,2026-02-25,Hyderabad,25-34,iOS,New
6006,2025-10-20,Bangalore,25-34,Android,Returning
6007,2025-07-26,Mumbai,18-24,Android,Returning
6008,2025-06-14,Mumbai,25-34,Android,Returning
6009,2026-02-28,Chennai,35-44,Web,New
6010,2025-12-20,Lucknow,18-24,Web,Returning
6011,2025-09-04,Delhi NCR,25-34,iOS,Returning
6012,2025-08-24,Pune,35-44,Web,Power
6013,2025-05-14,Mumbai,18-24,iOS,Returning
6014,2026-02-21,Bangalore,45+,Web,New
6015,2025-06-21,Bangalore,18-24,Android,Power
6016,2025-05-13,Delhi NCR,35-44,iOS,Returning
6017,2025-06-30,Bangalore,25-34,iOS,Power
6018,2025-10-29,Ahmedabad,18-24,Web,Returning
6019,2025-05-06,Jaipur,18-24,Android,Power
6020,2025-05-22,Mumbai,35-44,Android,Power
6021,2026-01-28,Delhi NCR,35-44,Web,Returning
6022,2025-04-01,Lucknow,25-34,iOS,Returning
6023,2025-10-06,Delhi NCR,45+,Web,Power
6024,2025-09-26,Chennai,35-44,iOS,Returning
6025,2026-02-13,Delhi NCR,18-24,iOS,New
6026,2025-03-11,Delhi NCR,25-34,Android,Power
6027,2026-01-13,Delhi NCR,25-34,Android,Returning
6028,2025-06-23,Kolkata,25-34,iOS,Returning
6029,2025-08-26,Ahmedabad,18-24,Web,Returning
6030,2026-01-29,Delhi NCR,18-24,iOS,Returning
6031,2025-06-14,Kolkata,25-34,Android,Returning
6032,2026-02-12,Delhi NCR,18-24,iOS,New
6033,2026-01-21,Mumbai,25-34,iOS,Returning
6034,2025-05-01,Pune,45+,Web,Returning
6035,2026-01-21,Hyderabad,18-24,Android,Returning
6036,2025-10-20,Delhi NCR,35-44,Android,Returning
6037,2026-01-30,Delhi NCR,25-34,Android,Returning
6038,2025-09-24,Lucknow,18-24,Android,Returning
6039,2025-05-27,Kolkata,35-44,Web,Power
6040,2025-08-10,Pune,18-24,Android,Power
6041,2025-12-25,Mumbai,18-24,Web,Returning
6042,2025-11-13,Pune,18-24,Web,Returning
6043,2025-06-06,Delhi NCR,25-34,Android,Power
6044,2025-07-22,Lucknow,25-34,Web,Returning
6045,2025-05-13,Mumbai,25-34,Android,Returning
6046,2026-02-11,Delhi NCR,18-24,iOS,New
6047,2025-12-01,Bangalore,35-44,Android,Returning
6048,2025-09-01,Kolkata,35-44,Web,Power
6049,2025-06-19,Pune,25-34,iOS,Returning
6050,2025-06-21,Delhi NCR,18-24,Web,Power
6051,2025-06-17,Hyderabad,18-24,iOS,Returning
6052,2025-03-20,Kolkata,35-44,Android,Returning
6053,2025-12-04,Mumbai,18-24,Android,Returning
6054,2025-12-01,Pune,18-24,Android,Power
6055,2025-07-07,Jaipur,25-34,Android,Returning
6056,2025-12-21,Mumbai,35-44,Web,Returning
6057,2026-01-16,Mumbai,25-34,Android,Returning
6058,2025-08-13,Delhi NCR,18-24,Web,Returning
6059,2025-09-30,Mumbai,25-34,Web,Returning
6060,2025-12-05,Bangalore,25-34,Android,Returning
6061,2026-02-10,Chennai,25-34,Android,New
6062,2025-11-20,Hyderabad,18-24,Web,Returning
6063,2025-11-26,Delhi NCR,35-44,Android,Power
6064,2025-06-20,Chennai,25-34,Android,Returning
6065,2025-03-09,Chennai,25-34,Android,Returning
6066,2026-01-30,Jaipur,25-34,Web,Returning
6067,2025-06-25,Mumbai,18-24,iOS,Power
6068,2026-01-27,Chennai,18-24,Android,Returning
6069,2025-07-15,Ahmedabad,18-24,Android,Returning
6070,2026-02-17,Bangalore,25-34,Android,New
6071,2025-11-03,Delhi NCR,25-34,Android,Returning
6072,2025-03-16,Mumbai,35-44,Web,Returning
6073,2025-09-27,Kolkata,18-24,Android,Power
6074,2025-06-28,Bangalore,45+,iOS,Returning
6075,2025-04-03,Ahmedabad,18-24,Android,Returning
6076,2025-06-27,Kolkata,25-34,Android,Power
6077,2026-01-31,Delhi NCR,18-24,Android,New
6078,2025-09-21,Hyderabad,25-34,iOS,Returning
6079,2025-07-09,Mumbai,35-44,iOS,Returning
6080,2025-08-23,Delhi NCR,45+,Android,Power
6081,2025-11-04,Chennai,25-34,Android,Returning
6082,2025-06-03,Chennai,18-24,iOS,Power
6083,2025-06-16,Delhi NCR,35-44,Android,Returning
6084,2025-09-02,Pune,35-44,Android,Returning
6085,2025-09-10,Delhi NCR,45+,Android,Power
6086,2025-05-31,Bangalore,18-24,Android,Returning
6087,2025-06-15,Bangalore,35-44,iOS,Returning
6088,2025-10-17,Delhi NCR,18-24,Android,Returning
6089,2025-09-11,Jaipur,25-34,Android,Returning
6090,2025-08-03,Chennai,18-24,Android,Power
6091,2025-07-08,Hyderabad,25-34,iOS,Power
6092,2025-08-27,Bangalore,25-34,Android,Power
6093,2025-03-02,Mumbai,18-24,Android,Power
6094,2025-11-26,Delhi NCR,25-34,Android,Returning
6095,2026-02-18,Chennai,25-34,iOS,New
6096,2025-12-23,Ahmedabad,18-24,Android,Returning
6097,2025-08-03,Kolkata,18-24,iOS,Returning
6098,2025-08-17,Delhi NCR,25-34,iOS,Returning
6099,2025-11-23,Bangalore,35-44,Web,Returning
6100,2025-11-28,Mumbai,25-34,iOS,Power
6101,2026-02-07,Mumbai,25-34,iOS,New
6102,2025-09-10,Bangalore,45+,iOS,Returning
6103,2025-10-18,Hyderabad,18-24,iOS,Power
6104,2026-02-04,Delhi NCR,35-44,iOS,New
6105,2025-08-28,Hyderabad,25-34,Android,Power
6106,2025-12-06,Chennai,45+,Android,Returning
6107,2026-01-05,Delhi NCR,25-34,iOS,Returning
6108,2025-06-23,Pune,35-44,iOS,Returning
6109,2025-10-08,Delhi NCR,18-24,iOS,Returning
6110,2025-03-15,Hyderabad,45+,iOS,Returning
6111,2025-09-15,Pune,25-34,Web,Power
6112,2025-07-20,Hyderabad,25-34,Android,Returning
6113,2025-07-24,Ahmedabad,18-24,Android,Power
6114,2025-09-03,Mumbai,45+,Android,Returning
6115,2025-11-02,Hyderabad,25-34,Web,Returning
6116,2025-06-09,Hyderabad,18-24,Android,Power
6117,2025-10-02,Chennai,18-24,iOS,Power
6118,2025-07-29,Kolkata,25-34,Android,Power
6119,2025-08-16,Chennai,18-24,Android,Power
6120,2026-01-18,Pune,25-34,iOS,Returning
6121,2026-01-07,Delhi NCR,45+,Android,Returning
6122,2025-04-05,Bangalore,25-34,Android,Power
6123,2025-06-23,Hyderabad,45+,Android,Returning
6124,2025-05-10,Hyderabad,25-34,Android,Power
6125,2025-06-03,Jaipur,35-44,Android,Returning
6126,2025-10-29,Delhi NCR,25-34,Android,Returning
6127,2025-03-27,Delhi NCR,25-34,iOS,Returning
6128,2025-06-08,Hyderabad,25-34,Android,Returning
6129,2025-03-18,Kolkata,25-34,Android,Returning
6130,2026-01-31,Ahmedabad,45+,Android,New
6131,2026-01-25,Delhi NCR,25-34,Android,Returning
6132,2026-02-23,Mumbai,35-44,Android,New
6133,2025-11-10,Bangalore,25-34,iOS,Power
6134,2025-05-11,Bangalore,25-34,iOS,Power
6135,2025-12-14,Lucknow,25-34,Web,Returning
6136,2025-03-17,Bangalore,25-34,Web,Returning
6137,2025-10-05,Delhi NCR,18-24,iOS,Power
6138,2025-12-24,Delhi NCR,35-44,iOS,Returning
6139,2026-02-21,Bangalore,45+,iOS,New
6140,2025-10-30,Kolkata,18-24,iOS,Returning
6141,2025-03-26,Mumbai,45+,iOS,Returning
6142,2025-09-07,Delhi NCR,18-24,Android,Returning
6143,2025-09-03,Jaipur,25-34,Android,Power
6144,2025-12-06,Mumbai,25-34,iOS,Returning
6145,2026-01-15,Pune,18-24,iOS,Returning
6146,2025-10-16,Delhi NCR,18-24,Android,Power
6147,2025-03-23,Hyderabad,25-34,Android,Power
6148,2026-02-13,Mumbai,18-24,Android,New
6149,2025-04-02,Delhi NCR,18-24,Web,Returning
6150,2025-08-18,Bangalore,18-24,Android,Returning
6151,2026-02-20,Delhi NCR,18-24,iOS,New
6152,2025-04-19,Hyderabad,18-24,Web,Returning
6153,2025-04-01,Delhi NCR,25-34,Android,Power
6154,2025-04-02,Chennai,35-44,Web,Power
6155,2025-04-08,Ahmedabad,18-24,Web,Returning
6156,2026-02-14,Mumbai,18-24,Android,New
6157,2025-04-08,Delhi NCR,35-44,Android,Power
6158,2025-11-19,Kolkata,18-24,Android,Returning
6159,2025-07-18,Hyderabad,35-44,Android,Power
6160,2025-05-27,Mumbai,18-24,Web,Power
6161,2025-11-08,Bangalore,18-24,Android,Returning
6162,2026-02-28,Delhi NCR,18-24,Web,New
6163,2025-06-08,Delhi NCR,18-24,Android,Power
6164,2025-08-05,Jaipur,35-44,Web,Returning
6165,2025-11-11,Pune,18-24,Android,Power
6166,2025-08-13,Chennai,45+,iOS,Returning
6167,2025-04-29,Delhi NCR,25-34,Android,Returning
6168,2026-02-17,Mumbai,45+,Android,New
6169,2025-03-21,Kolkata,18-24,Android,Power
6170,2025-08-25,Mumbai,18-24,Android,Power
6171,2025-09-28,Bangalore,25-34,Android,Power
6172,2025-04-01,Delhi NCR,18-24,iOS,Returning
6173,2025-05-26,Hyderabad,35-44,Android,Returning
6174,2025-09-11,Delhi NCR,25-34,iOS,Returning
6175,2025-10-18,Delhi NCR,25-34,iOS,Power
6176,2026-02-04,Kolkata,18-24,iOS,New
6177,2026-02-11,Hyderabad,25-34,Web,New
6178,2025-08-23,Mumbai,25-34,iOS,Returning
6179,2025-10-11,Chennai,35-44,Android,Power
6180,2026-01-17,Delhi NCR,18-24,Android,Returning
6181,2025-04-01,Bangalore,45+,Android,Power
6182,2025-05-21,Hyderabad,45+,Android,Returning
6183,2025-10-06,Delhi NCR,35-44,Android,Returning
6184,2025-04-20,Bangalore,25-34,Android,Power
6185,2025-04-16,Pune,25-34,Android,Power
6186,2025-11-29,Jaipur,18-24,Android,Returning
6187,2025-09-03,Bangalore,45+,iOS,Returning
6188,2026-01-04,Mumbai,45+,Android,Returning
6189,2025-09-27,Delhi NCR,18-24,Android,Returning
6190,2025-09-22,Bangalore,25-34,Android,Power
6191,2025-11-10,Delhi NCR,35-44,Android,Returning
6192,2025-10-15,Bangalore,18-24,Android,Power
6193,2025-07-12,Hyderabad,18-24,Android,Returning
6194,2025-07-24,Mumbai,45+,Android,Power
6195,2025-12-23,Delhi NCR,35-44,Android,Returning
6196,2025-05-03,Bangalore,45+,Android,Power
6197,2025-06-25,Delhi NCR,18-24,Android,Returning
6198,2025-04-12,Lucknow,18-24,Android,Returning
6199,2026-02-23,Bangalore,25-34,iOS,New
6200,2025-05-25,Kolkata,25-34,Android,Power
6201,2025-11-27,Ahmedabad,18-24,iOS,Returning
6202,2025-06-05,Kolkata,35-44,iOS,Returning
6203,2025-08-16,Mumbai,45+,Android,Power
6204,2026-02-04,Jaipur,18-24,Web,New
6205,2025-10-04,Mumbai,18-24,Android,Returning
6206,2025-11-03,Mumbai,18-24,Android,Returning
6207,2025-03-28,Bangalore,25-34,Android,Power
6208,2025-03-28,Delhi NCR,18-24,Web,Returning
6209,2025-12-25,Delhi NCR,25-34,Web,Returning
6210,2025-05-04,Delhi NCR,25-34,iOS,Returning
6211,2025-09-07,Delhi NCR,35-44,Android,Returning
6212,2025-04-16,Chennai,18-24,Web,Returning
6213,2025-12-15,Delhi NCR,25-34,Android,Returning
6214,2025-11-07,Hyderabad,35-44,iOS,Returning
6215,2025-11-10,Lucknow,25-34,Web,Power
6216,2025-06-25,Bangalore,45+,iOS,Returning
6217,2025-08-10,Hyderabad,25-34,Android,Returning
6218,2025-10-05,Jaipur,45+,iOS,Power
6219,2026-01-25,Mumbai,18-24,Android,Returning
6220,2025-04-26,Bangalore,25-34,Android,Returning
6221,2026-02-03,Kolkata,25-34,iOS,New
6222,2025-07-06,Jaipur,45+,Android,Power
6223,2026-02-15,Hyderabad,18-24,Android,New
6224,2026-01-15,Mumbai,18-24,iOS,Returning
6225,2025-07-28,Ahmedabad,25-34,iOS,Returning
6226,2025-07-11,Mumbai,18-24,Android,Returning
6227,2025-08-20,Delhi NCR,25-34,Android,Returning
6228,2026-01-09,Delhi NCR,45+,Web,Returning
6229,2025-07-30,Bangalore,45+,Android,Power
6230,2025-10-01,Pune,18-24,iOS,Returning
6231,2025-05-30,Pune,18-24,Web,Returning
6232,2025-03-28,Chennai,25-34,Android,Returning
6233,2025-12-15,Mumbai,25-34,Android,Returning
6234,2025-07-24,Hyderabad,25-34,Android,Power
6235,2025-03-18,Pune,35-44,iOS,Returning
6236,2025-08-26,Bangalore,25-34,iOS,Power
6237,2025-05-16,Jaipur,18-24,iOS,Returning
6238,2026-02-01,Kolkata,35-44,Android,New
6239,2025-09-02,Hyderabad,18-24,Android,Returning
6240,2025-06-21,Mumbai,18-24,Android,Returning
6241,2025-10-26,Chennai,35-44,iOS,Returning
6242,2025-09-05,Ahmedabad,25-34,iOS,Returning
6243,2026-01-23,Delhi NCR,25-34,Android,Returning
6244,2025-11-22,Kolkata,25-34,iOS,Returning
6245,2025-11-23,Delhi NCR,18-24,iOS,Returning
6246,2025-10-25,Hyderabad,25-34,Web,Power
6247,2025-09-14,Hyderabad,25-34,Android,Returning
6248,2025-12-11,Chennai,18-24,Android,Returning
6249,2025-05-11,Ahmedabad,25-34,Android,Returning
6250,2025-04-02,Delhi NCR,35-44,iOS,Returning
6251,2025-10-26,Delhi NCR,25-34,iOS,Power
6252,2025-03-23,Chennai,35-44,iOS,Power
6253,2025-04-25,Mumbai,35-44,Android,Returning
6254,2025-10-02,Bangalore,35-44,iOS,Returning
6255,2026-02-13,Mumbai,25-34,Android,New
6256,2026-02-01,Mumbai,25-34,iOS,New
6257,2025-09-09,Chennai,25-34,Android,Returning
6258,2026-01-14,Pune,35-44,Android,Returning
6259,2025-04-07,Mumbai,18-24,Android,Power
6260,2025-07-08,Delhi NCR,35-44,Android,Returning
6261,2025-07-30,Mumbai,25-34,Android,Returning
6262,2025-12-06,Bangalore,18-24,Android,Returning
6263,2025-05-23,Mumbai,25-34,Android,Returning
6264,2025-07-12,Bangalore,18-24,Android,Returning
6265,2025-12-06,Pune,18-24,iOS,Returning
6266,2025-12-26,Chennai,35-44,Android,Returning
6267,2025-10-18,Delhi NCR,25-34,Web,Power
6268,2025-10-01,Chennai,25-34,Web,Returning
6269,2025-11-06,Ahmedabad,18-24,Android,Returning
6270,2025-12-27,Delhi NCR,25-34,Android,Returning
6271,2025-03-23,Delhi NCR,18-24,Android,Power
6272,2025-03-03,Hyderabad,35-44,iOS,Power
6273,2025-03-14,Delhi NCR,35-44,iOS,Returning
6274,2025-09-24,Chennai,35-44,Android,Returning
6275,2025-12-14,Kolkata,18-24,Android,Returning
6276,2025-10-06,Bangalore,25-34,Android,Returning
6277,2025-03-23,Chennai,35-44,Android,Returning
6278,2025-07-19,Chennai,18-24,Web,Power
6279,2025-04-22,Mumbai,18-24,Android,Power
6280,2025-11-18,Delhi NCR,35-44,Android,Power
6281,2025-03-19,Ahmedabad,35-44,Android,Power
6282,2025-05-04,Jaipur,25-34,iOS,Returning
6283,2025-12-03,Pune,18-24,Android,Returning
6284,2025-05-02,Ahmedabad,25-34,Android,Returning
6285,2025-09-14,Delhi NCR,25-34,Android,Returning
6286,2025-09-12,Delhi NCR,25-34,Android,Power
6287,2025-10-17,Bangalore,25-34,iOS,Power
6288,2026-01-10,Mumbai,25-34,Android,Returning
6289,2025-03-26,Pune,35-44,iOS,Returning
6290,2025-03-19,Lucknow,35-44,Android,Returning
6291,2025-10-18,Kolkata,25-34,Android,Returning
6292,2025-03-19,Hyderabad,18-24,iOS,Power
6293,2025-10-15,Delhi NCR,25-34,Android,Returning
6294,2025-06-29,Delhi NCR,18-24,iOS,Returning
6295,2025-11-12,Delhi NCR,25-34,Android,Returning
6296,2025-04-22,Chennai,45+,Web,Power
6297,2025-05-18,Bangalore,25-34,Android,Returning
6298,2026-02-08,Jaipur,18-24,Android,New
6299,2025-12-01,Kolkata,18-24,Android,Power
6300,2025-05-09,Mumbai,18-24,Android,Returning
6301,2025-11-09,Mumbai,18-24,iOS,Returning
6302,2025-05-04,Chennai,25-34,Android,Returning
6303,2025-12-14,Delhi NCR,25-34,Web,Returning
6304,2025-09-05,Pune,18-24,Android,Returning
6305,2025-03-23,Hyderabad,18-24,Android,Returning
6306,2025-10-04,Delhi NCR,25-34,iOS,Power
6307,2025-11-20,Bangalore,25-34,Web,Returning
6308,2025-06-28,Bangalore,35-44,Android,Returning
6309,2025-11-04,Kolkata,18-24,Web,Power
6310,2025-11-29,Mumbai,35-44,Web,Returning
6311,2026-02-01,Ahmedabad,25-34,Web,New
6312,2026-02-04,Chennai,18-24,Web,New
6313,2026-01-02,Pune,18-24,Web,Returning
6314,2025-05-08,Mumbai,25-34,iOS,Power
6315,2025-10-18,Hyderabad,25-34,iOS,Returning
6316,2025-04-04,Hyderabad,18-24,Android,Power
6317,2025-06-25,Hyderabad,35-44,Android,Returning
6318,2026-01-22,Pune,18-24,iOS,Returning
6319,2025-12-16,Hyderabad,25-34,Web,Returning
6320,2025-10-10,Kolkata,25-34,Android,Returning
6321,2025-04-13,Delhi NCR,25-34,iOS,Power
6322,2025-09-14,Pune,35-44,Android,Returning
6323,2025-06-15,Mumbai,45+,Android,Returning
6324,2025-03-11,Kolkata,18-24,Android,Returning
6325,2025-07-19,Jaipur,25-34,Android,Power
6326,2025-09-30,Delhi NCR,35-44,Web,Returning
6327,2026-02-10,Bangalore,25-34,Android,New
6328,2025-10-06,Chennai,25-34,iOS,Power
6329,2025-07-03,Mumbai,45+,Android,Power
6330,2025-03-22,Bangalore,25-34,Web,Returning
6331,2025-07-07,Delhi NCR,18-24,iOS,Returning
6332,2026-01-25,Kolkata,35-44,Android,Returning
6333,2025-08-23,Kolkata,45+,Android,Power
6334,2026-02-28,Chennai,35-44,Android,New
6335,2025-09-29,Chennai,25-34,Android,Power
6336,2025-10-26,Pune,45+,Android,Power
6337,2025-03-21,Delhi NCR,45+,Web,Returning
6338,2025-07-18,Bangalore,45+,iOS,Returning
6339,2025-07-23,Hyderabad,25-34,Android,Returning
6340,2025-08-02,Jaipur,35-44,Web,Returning
6341,2026-02-04,Chennai,25-34,Android,New
6342,2026-02-13,Hyderabad,18-24,Android,New
6343,2025-08-31,Pune,25-34,iOS,Returning
6344,2025-04-06,Delhi NCR,35-44,Android,Returning
6345,2025-10-23,Pune,35-44,Android,Returning
6346,2026-01-18,Bangalore,35-44,Android,Returning
6347,2025-03-30,Delhi NCR,18-24,iOS,Returning
6348,2025-07-08,Hyderabad,25-34,Web,Power
6349,2025-03-06,Chennai,25-34,iOS,Power
6350,2026-01-26,Bangalore,35-44,iOS,Returning
6351,2025-03-21,Hyderabad,18-24,Android,Returning
6352,2026-01-15,Chennai,35-44,Android,Returning
6353,2025-10-18,Pune,25-34,iOS,Power
6354,2026-02-08,Ahmedabad,45+,Android,New
